18:45:58 - 来自: main.py:1745 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x000001C0E88A0F70>'}
18:46:10 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(562, 29, 1121, 82), (614, 29, 1121, 82), (663, 29, 1121, 82)])
18:46:10 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(765, 28, 1121, 82), (766, 28, 1121, 82), (767, 28, 1121, 82), (815, 28, 1121, 82), (816, 28, 1121, 82), (817, 28, 1121, 82), (715, 29, 1121, 82), (716, 29, 1121, 82), (764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (767, 29, 1121, 82), (815, 29, 1121, 82), (816, 29, 1121, 82), (817, 29, 1121, 82), (818, 29, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (767, 30, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (817, 30, 1121, 82)]', 'distance': '25'}
18:46:10 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(765, 28, 1121, 82), (815, 28, 1121, 82), (715, 29, 1121, 82)])
18:46:10 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(866, 30, 1121, 82), (865, 31, 1121, 82), (866, 31, 1121, 82), (866, 32, 1121, 82)]', 'distance': '25'}
18:46:10 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(866, 30, 1121, 82)])
18:46:10 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 31, 1121, 82), (917, 31, 1121, 82)]', 'distance': '25'}
18:46:10 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(916, 31, 1121, 82)])
18:46:10 -         来自: main.py:707 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 2AKKT997766655543
18:46:10 - 来自: main.py:1747 - <module>                        | 调用函数            | __main__.state_display                   | 参数: {'self': '<__main__.MaYun object at 0x000001C0E88A0F70>', 'result': '在游戏中'}
18:46:10 - 来自: main.py:1747 - <module>                        | 函数返回            | __main__.state_display                   | 返回值: None
18:46:11 -         来自: main.py:765 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x000001C0EA285550>'}
18:46:11 - 来自: main.py:1747 - <module>                        | 调用函数            | __main__.bid_display                     | 参数: {'self': '<__main__.MaYun object at 0x000001C0E88A0F70>', 'result': '得分：-0.022'}
18:46:11 - 来自: main.py:1747 - <module>                        | 函数返回            | __main__.bid_display                     | 返回值: None
18:46:11 - 来自: main.py:1747 - <module>                        | 调用函数            | __main__.suggest1_text                   | 参数: {'self': '<__main__.MaYun object at 0x000001C0E88A0F70>', 'result': '建议： 不叫'}
18:46:11 - 来自: main.py:1747 - <module>                        | 函数返回            | __main__.suggest1_text                   | 返回值: None
18:46:11 - 来自: main.py:1747 - <module>                        | 调用函数            | __main__.suggest2_text                   | 参数: {'self': '<__main__.MaYun object at 0x000001C0E88A0F70>', 'result': '建议： 不加倍'}
18:46:11 - 来自: main.py:1747 - <module>                        | 函数返回            | __main__.suggest2_text                   | 返回值: None
18:46:11 - 来自: main.py:1747 - <module>                        | 调用函数            | __main__.cards_recorder                  | 参数: {'self': '<__main__.MaYun object at 0x000001C0E88A0F70>', 'result': 'DX222AAAKKQQQQJJJJTTT9988887765444333'}
18:46:11 - 来自: main.py:1747 - <module>                        | 函数返回            | __main__.cards_recorder                  | 返回值: None
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(108, 30, 1121, 82), (107, 31, 1121, 82), (108, 31, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(108, 30, 1121, 82)])
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(158, 27, 1121, 82), (157, 28, 1121, 82), (158, 28, 1121, 82), (159, 28, 1121, 82), (157, 29, 1121, 82), (158, 29, 1121, 82), (159, 29, 1121, 82), (157, 30, 1121, 82), (158, 30, 1121, 82), (159, 30, 1121, 82), (157, 31, 1121, 82), (158, 31, 1121, 82), (159, 31, 1121, 82), (158, 32, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(158, 27, 1121, 82)])
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(209, 29, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (259, 30, 1121, 82), (260, 30, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(209, 29, 1121, 82), (259, 30, 1121, 82)])
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(309, 30, 1121, 82), (309, 31, 1121, 82), (310, 31, 1121, 82), (309, 32, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(309, 30, 1121, 82)])
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(411, 30, 1121, 82), (412, 30, 1121, 82), (413, 30, 1121, 82), (361, 31, 1121, 82), (362, 31, 1121, 82), (411, 31, 1121, 82), (412, 31, 1121, 82), (413, 31, 1121, 82), (411, 32, 1121, 82), (412, 32, 1121, 82), (413, 32, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(411, 30, 1121, 82), (361, 31, 1121, 82)])
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(462, 29, 1121, 82), (463, 29, 1121, 82), (461, 30, 1121, 82), (462, 30, 1121, 82), (463, 30, 1121, 82), (513, 30, 1121, 82), (461, 31, 1121, 82), (462, 31, 1121, 82), (463, 31, 1121, 82), (512, 31, 1121, 82), (513, 31, 1121, 82), (461, 32, 1121, 82), (462, 32, 1121, 82), (463, 32, 1121, 82), (512, 32, 1121, 82), (461, 33, 1121, 82), (462, 33, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(462, 29, 1121, 82), (513, 30, 1121, 82)])
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(562, 29, 1121, 82), (563, 29, 1121, 82), (564, 29, 1121, 82), (614, 29, 1121, 82), (663, 29, 1121, 82), (664, 29, 1121, 82), (665, 29, 1121, 82), (562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (613, 30, 1121, 82), (614, 30, 1121, 82), (663, 30, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (614, 31, 1121, 82), (663, 31, 1121, 82), (664, 31, 1121, 82), (665, 31, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(562, 29, 1121, 82), (614, 29, 1121, 82), (663, 29, 1121, 82)])
18:46:11 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(765, 28, 1121, 82), (766, 28, 1121, 82), (767, 28, 1121, 82), (815, 28, 1121, 82), (816, 28, 1121, 82), (817, 28, 1121, 82), (715, 29, 1121, 82), (716, 29, 1121, 82), (764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (767, 29, 1121, 82), (815, 29, 1121, 82), (816, 29, 1121, 82), (817, 29, 1121, 82), (818, 29, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (767, 30, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (817, 30, 1121, 82)]', 'distance': '25'}
18:46:11 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(765, 28, 1121, 82), (815, 28, 1121, 82), (715, 29, 1121, 82)])
